13.333333,15.000000,1.383333,-0.185000,0.210000
13.333333,17.500000,1.908333,-0.252500,0.210000
13.333333,20.000000,2.433333,-0.320000,0.090000
13.333333,22.500000,2.658333,-0.290000,0.090000
13.333333,25.000000,2.883333,-0.260000,0.090000
13.333333,27.500000,3.108333,-0.230000,0.090000
13.333333,30.000000,3.333333,-0.200000,0.090000
15.000000,0.000000,2.000000,0.200000,-0.175000
15.000000,2.500000,1.562500,0.137500,-0.175000
15.000000,5.000000,1.125000,0.075000,-0.175000
15.000000,7.500000,0.687500,0.012500,-0.175000
15.000000,10.000000,0.250000,-0.050000,0.165000
15.000000,12.500000,0.662500,-0.117500,0.165000
15.000000,15.000000,1.075000,-0.185000,0.165000
15.000000,17.500000,1.487500,-0.252500,0.165000
15.000000,20.000000,1.900000,-0.320000,0.110000
15.000000,22.500000,2.175000,-0.290000,0.110000
15.000000,25.000000,2.450000,-0.260000,0.110000
15.000000,27.500000,2.725000,-0.230000,0.110000
15.000000,30.000000,3.000000,-0.200000,0.110000
16.666667,0.000000,2.333333,0.200000,-0.216667
16.666667,2.500000,1.791667,0.137500,-0.216667
16.666667,5.000000,1.250000,0.075000,-0.216667
16.666667,7.500000,0.708333,0.012500,-0.216667
16.666667,10.000000,0.166667,-0.050000,0.120000
16.666667,12.500000,0.466667,-0.117500,0.120000
16.666667,15.000000,0.766667,-0.185000,0.120000
16.666667,17.500000,1.066667,-0.252500,0.120000
16.666667,20.000000,1.366667,-0.320000,0.130000
16.666667,22.500000,1.691667,-0.290000,0.130000
16.666667,25.000000,2.016667,-0.260000,0.130000
16.666667,27.500000,2.341667,-0.230000,0.130000
16.666667,30.000000,2.666667,-0.200000,0.130000
18.333333,0.000000,2.666667,0.200000,-0.258333
18.333333,2.500000,2.020833,0.137500,-0.258333
18.333333,5.000000,1.375000,0.075000,-0.258333
18.333333,7.500000,0.729167,0.012500,-0.258333
18.333333,10.000000,0.083333,-0.050000,0.075000
18.333333,12.500000,0.270833,-0.117500,0.075000
18.333333,15.000000,0.458333,-0.185000,0.075000
18.333333,17.500000,0.645833,-0.252500,0.075000
18.333333,20.000000,0.833333,-0.320000,0.150000
18.333333,22.500000,1.208333,-0.290000,0.150000
18.333333,25.000000,1.583333,-0.260000,0.150000
18.333333,27.500000,1.958333,-0.230000,0.150000
18.333333,30.000000,2.333333,-0.200000,0.150000
20.000000,0.000000,3.000000,0.200000,-0.300000
20.000000,2.500000,2.250000,0.137500,-0.300000
20.000000,5.000000,1.500000,0.075000,-0.300000
20.000000,7.500000,0.750000,0.012500,-0.300000
20.000000,10.000000,0.000000,-0.050000,0.030000
20.000000,12.500000,0.075000,-0.117500,0.030000
20.000000,15.000000,0.150000,-0.185000,0.030000
20.000000,17.500000,0.225000,-0.252500,0.030000
20.000000,20.000000,0.300000,-0.320000,0.170000
20.000000,22.500000,0.725000,-0.290000,0.170000
20.000000,25.000000,1.150000,-0.260000,0.170000
20.000000,27.500000,1.575000,-0.230000,0.170000
20.000000,30.000000,2.000000,-0.200000,0.170000
